ProductID,ProductNumber,ProductName,CategoryName,SubcategoryName,Color,ListPrice,TotalRevenue,TotalRevenuePerCategory,TotalOrders,TotalOrderPerCategory,TotalQuantitySold,AverageSellingPrice,AverageRevenuePerOrder,NumberOfCustomersPurchasing,CustomerPerCategory
521,SA-T612,ML Touring Seat Assembly,,,,147.14,0.0,0.0,0,0,0,,,0,0
429,LJ-3824,Thin-Jam Lock Nut 6,,,,0.0,0.0,0.0,0,0,0,,,0,0
445,LN-3410,Lock Nut 22,,,,0.0,0.0,0.0,0,0,0,,,0,0
466,LW-1400,Lock Washer 6,,,,0.0,0.0,0.0,0,0,0,,,0,0
475,LW-9160,Lock Washer 11,,,,0.0,0.0,0.0,0,0,0,,,0,0
481,MP-4960,Metal Plate 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
527,SK-9283,Spokes,,,,0.0,0.0,0.0,0,0,0,,,0,0
526,SH-9312,HL Shell,,,,0.0,0.0,0.0,0,0,0,,,0,0
510,RM-R436,LL Road Rim,,,,0.0,0.0,0.0,0,0,0,,,0,0
2,BA-8327,Bearing Ball,,,,0.0,0.0,0.0,0,0,0,,,0,0
397,HN-9168,Hex Nut 19,,,,0.0,0.0,0.0,0,0,0,,,0,0
443,LN-1420,Lock Nut 8,,,,0.0,0.0,0.0,0,0,0,,,0,0
450,LN-5161,Lock Nut 10,,,,0.0,0.0,0.0,0,0,0,,,0,0
463,LW-1000,Lock Washer 4,,,,0.0,0.0,0.0,0,0,0,,,0,0
489,MT-1000,Metal Tread Plate,,,,0.0,0.0,0.0,0,0,0,,,0,0
320,CB-2903,Chainring Bolts,,,Silver,0.0,0.0,0.0,0,0,0,,,0,0
396,HN-9161,Hex Nut 18,,,,0.0,0.0,0.0,0,0,0,,,0,0
405,LE-1201,External Lock Washer 9,,,,0.0,0.0,0.0,0,0,0,,,0,0
428,LJ-3816,Thin-Jam Lock Nut 5,,,,0.0,0.0,0.0,0,0,0,,,0,0
442,LN-1224,Lock Nut 7,,,,0.0,0.0,0.0,0,0,0,,,0,0
439,LN-1032,Lock Nut 6,,,,0.0,0.0,0.0,0,0,0,,,0,0
363,HJ-3410,Thin-Jam Hex Nut 15,,,,0.0,0.0,0.0,0,0,0,,,0,0
390,HN-5811,Hex Nut 20,,,,0.0,0.0,0.0,0,0,0,,,0,0
411,LE-8000,External Lock Washer 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
414,LI-1201,Internal Lock Washer 9,,,,0.0,0.0,0.0,0,0,0,,,0,0
399,HT-8019,Head Tube,,,,0.0,0.0,0.0,0,0,0,,,0,0
519,SA-R522,HL Road Seat Assembly,,,,196.92,0.0,0.0,0,0,0,,,0,0
505,RA-7490,Cone-Shaped Race,,,,0.0,0.0,0.0,0,0,0,,,0,0
4,BE-2908,Headset Ball Bearings,,,,0.0,0.0,0.0,0,0,0,,,0,0
534,TO-2301,Top Tube,,,,0.0,0.0,0.0,0,0,0,,,0,0
535,TP-0923,Tension Pulley,,,,0.0,0.0,0.0,0,0,0,,,0,0
446,LN-3416,Lock Nut 23,,,,0.0,0.0,0.0,0,0,0,,,0,0
495,PA-632U,Paint - Blue,,,,0.0,0.0,0.0,0,0,0,,,0,0
316,BL-2036,Blade,,,,0.0,0.0,0.0,0,0,0,,,0,0
327,DT-2377,Down Tube,,,,0.0,0.0,0.0,0,0,0,,,0,0
362,HJ-1428,Thin-Jam Hex Nut 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
3,BE-2349,BB Ball Bearing,,,,0.0,0.0,0.0,0,0,0,,,0,0
356,GT-0820,LL Grip Tape,,,,0.0,0.0,0.0,0,0,0,,,0,0
680,FR-R92B-58,"HL Road Frame - Black, 58",Components,Road Frames,Black,1431.5,0.0,11802593.286430119,0,2650,0,,,0,580
393,HN-7161,Hex Nut 14,,,,0.0,0.0,0.0,0,0,0,,,0,0
364,HJ-3416,Thin-Jam Hex Nut 16,,,,0.0,0.0,0.0,0,0,0,,,0,0
472,LW-6000,Lock Washer 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
479,MP-2066,Metal Plate 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
480,MP-2503,Metal Plate 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
355,GP-0982,Guide Pulley,,,,0.0,0.0,0.0,0,0,0,,,0,0
351,FC-3982,Front Derailleur Cage,,,Silver,0.0,0.0,0.0,0,0,0,,,0,0
323,CR-9981,Crown Race,,,,0.0,0.0,0.0,0,0,0,,,0,0
326,DC-9824,Decal 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
379,HN-1224,Hex Nut 7,,,,0.0,0.0,0.0,0,0,0,,,0,0
408,LE-5160,External Lock Washer 6,,,,0.0,0.0,0.0,0,0,0,,,0,0
409,LE-6000,External Lock Washer 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
444,LN-1428,Lock Nut 9,,,,0.0,0.0,0.0,0,0,0,,,0,0
457,LN-7162,Lock Nut 15,,,,0.0,0.0,0.0,0,0,0,,,0,0
496,PA-823Y,Paint - Yellow,,,,0.0,0.0,0.0,0,0,0,,,0,0
374,HJ-9161,Thin-Jam Hex Nut 11,,,,0.0,0.0,0.0,0,0,0,,,0,0
419,LI-6000,Internal Lock Washer 1,,,,0.0,0.0,0.0,0,0,0,,,0,0
423,LJ-1220,Thin-Jam Lock Nut 10,,,,0.0,0.0,0.0,0,0,0,,,0,0
482,MS-0253,Metal Sheet 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
343,FW-1400,Flat Washer 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
381,HN-1428,Hex Nut 9,,,,0.0,0.0,0.0,0,0,0,,,0,0
330,EC-T209,Touring End Caps,,,,0.0,0.0,0.0,0,0,0,,,0,0
319,CA-7457,HL Crankarm,,,Black,0.0,0.0,0.0,0,0,0,,,0,0
847,LT-H902,Headlights - Dual-Beam,Accessories,Lights,,34.99,0.0,1272072.8839260074,0,19524,0,,,0,15461
347,FW-5800,Flat Washer 8,,,,0.0,0.0,0.0,0,0,0,,,0,0
455,LN-6320,Lock Nut 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
531,SR-2098,Steerer,,,,0.0,0.0,0.0,0,0,0,,,0,0
514,SA-M198,LL Mountain Seat Assembly,,,,133.34,0.0,0.0,0,0,0,,,0,0
845,PU-M044,Mountain Pump,Accessories,Pumps,,24.99,0.0,1272072.8839260074,0,19524,0,,,0,15461
834,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Components,Road Frames,Yellow,594.83,0.0,11802593.286430119,0,2650,0,,,0,580
720,FR-R92R-52,"HL Road Frame - Red, 52",Components,Road Frames,Red,1431.5,0.0,11802593.286430119,0,2650,0,,,0,580
487,MS-2348,Metal Sheet 6,,,,0.0,0.0,0.0,0,0,0,,,0,0
497,PB-6109,Pinch Bolt,,,,0.0,0.0,0.0,0,0,0,,,0,0
520,SA-T467,LL Touring Seat Assembly,,,,133.34,0.0,0.0,0,0,0,,,0,0
734,FR-R72R-58,"ML Road Frame - Red, 58",Components,Road Frames,Red,594.83,0.0,11802593.286430119,0,2650,0,,,0,580
468,LW-3800,Lock Washer 8,,,,0.0,0.0,0.0,0,0,0,,,0,0
530,SP-2981,Seat Post,,,,0.0,0.0,0.0,0,0,0,,,0,0
318,CA-6738,ML Crankarm,,,Black,0.0,0.0,0.0,0,0,0,,,0,0
731,FR-R72R-44,"ML Road Frame - Red, 44",Components,Road Frames,Red,594.83,0.0,11802593.286430119,0,2650,0,,,0,580
406,LE-1400,External Lock Washer 5,,,,0.0,0.0,0.0,0,0,0,,,0,0
427,LJ-3416,Thin-Jam Lock Nut 16,,,,0.0,0.0,0.0,0,0,0,,,0,0
434,LJ-7161,Thin-Jam Lock Nut 7,,,,0.0,0.0,0.0,0,0,0,,,0,0
464,LW-1200,Lock Washer 5,,,,0.0,0.0,0.0,0,0,0,,,0,0
721,FR-R92R-56,"HL Road Frame - Red, 56",Components,Road Frames,Red,1431.5,0.0,11802593.286430119,0,2650,0,,,0,580
346,FW-5160,Flat Washer 3,,,,0.0,0.0,0.0,0,0,0,,,0,0
400,HU-6280,LL Hub,,,,0.0,0.0,0.0,0,0,0,,,0,0
417,LI-5160,Internal Lock Washer 6,,,,0.0,0.0,0.0,0,0,0,,,0,0
431,LJ-5162,Thin-Jam Lock Nut 4,,,,0.0,0.0,0.0,0,0,0,,,0,0
493,PA-361R,Paint - Red,,,,0.0,0.0,0.0,0,0,0,,,0,0
352,FL-2301,Front Derailleur Linkage,,,Silver,0.0,0.0,0.0,0,0,0,,,0,0
398,HT-2981,Handlebar Tube,,,,0.0,0.0,0.0,0,0,0,,,0,0
349,FW-9160,Flat Washer 7,,,,0.0,0.0,0.0,0,0,0,,,0,0
421,LI-8000,Internal Lock Washer 2,,,,0.0,0.0,0.0,0,0,0,,,0,0
524,SD-9872,HL Spindle/Axle,,,,0.0,0.0,0.0,0,0,0,,,0,0
821,FW-T905,Touring Front Wheel,Components,Wheels,Black,218.01,0.0,11802593.286430119,0,2650,0,,,0,580
737,FR-R38B-48,"LL Road Frame - Black, 48",Components,Road Frames,Black,337.22,0.0,11802593.286430119,0,2650,0,,,0,580
377,HN-1213,Hex Nut 16,,,,0.0,0.0,0.0,0,0,0,,,0,0
416,LI-3800,Internal Lock Washer 7,,,,0.0,0.0,0.0,0,0,0,,,0,0
433,LJ-5818,Thin-Jam Lock Nut 14,,,,0.0,0.0,0.0,0,0,0,,,0,0
724,FR-R38B-62,"LL Road Frame - Black, 62",Components,Road Frames,Black,337.22,0.0,11802593.286430119,0,2650,0,,,0,580
740,FR-M94S-44,"HL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,1364.5,0.0,11802593.286430119,0,2650,0,,,0,580
370,HJ-5818,Thin-Jam Hex Nut 14,,,,0.0,0.0,0.0,0,0,0,,,0,0
447,LN-3816,Lock Nut 12,,,,0.0,0.0,0.0,0,0,0,,,0,0
329,EC-R098,Road End Caps,,,,0.0,0.0,0.0,0,0,0,,,0,0
